time,review,Players,review_clean,sentiment_label,positive,negative,positive_count,negative_count,sentiment_ratio
2023-11-12,amirah my beloved.,18838,Amirah Beloved,POSITIVE,1,0,50,8,0.8620689655172413
2023-11-12,wonderful game if you liked my time at portia you will love this,18838,Wonderful Game Time Portia Love,POSITIVE,1,0,50,8,0.8620689655172413
2023-11-12,it good.,18838,,POSITIVE,1,0,50,8,0.8620689655172413
2023-11-12,loving the game! been playing for 12 hours and i still have so much content to go through!,18838,Loving Game Playing 12 Hours Content,POSITIVE,1,0,50,8,0.8620689655172413
2023-11-12,this game is amazing. it blows animal crossing out of the water.,18838,Game Amazing Blows Animal Crossing Water,POSITIVE,1,0,50,8,0.8620689655172413
2023-11-11,best game ever,18231,Game,POSITIVE,1,0,53,15,0.7794117647058824
2023-11-11,"the multiplayer isnt on par with the singleplayer yet, but a friend and i still got 48 hours of gameplay out of it and we will return when more content is added",18231,Multiplayer Par Singleplayer Friend 48 Hours Gameplay Return Content,POSITIVE,1,0,53,15,0.7794117647058824
2023-11-10,47 hours in and i know i'll be putting in more than double that still! i am hooked!!,15092,47 Hours Putting Double Hooked,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-25,very fun chill sandbox life sim. the game does get a little grindy later on but overall a great game.,11769,Fun Chill Sandbox Life Sim Game Grindy Game,POSITIVE,1,0,82,9,0.9010989010989011
2023-11-25,"i bought this in early access, and i must say it is amazing. if you played my time at portia, this is a must buy as it improves on the formula of portia.",11769,Bought Access Amazing Played Time Portia Improves Formula Portia,POSITIVE,1,0,82,9,0.9010989010989011
2023-11-25,"an enjoyable ""my time at"" game that goes a little further than portia without completely re-inventing the wheel",11769,Enjoyable Time Game Portia Completely Inventing Wheel,POSITIVE,1,0,82,9,0.9010989010989011
2023-11-11,it's a better stardew valley except you dont need to worry about energy that much and can just relax and actually enjoy your time instead of stressing over your steps and what time it is,18231,Stardew Valley Worry Energy Relax Enjoy Time Stressing Steps Time,POSITIVE,1,0,53,15,0.7794117647058824
2023-11-11,"the game is fun and awesome
but
the inventory situation is abysmal
there so so very many items in the game and the shared storage is really reaaaaaaally small.
it's my only complaint but man oh man is it a big one!
edit: no trading between players? gahhhhhhh
and i cant make my personal box a shared box??? gahhhhh",18231,Game Fun Awesome Inventory Situation Abysmal Items Game Shared Storage Reaaaaaaally Complaint Edit Trading Players Gahhhhhhh Personal Box Shared Box Gahhhhh,POSITIVE,1,0,53,15,0.7794117647058824
2023-11-11,"it's everything you liked about the first game with a spin. it's bigger, longer, and just better planned out. i have been having a lot of fun with it!",18231,Game Spin Bigger Planned Lot Fun,POSITIVE,1,0,53,15,0.7794117647058824
2023-11-11,it's really good.,18231,,POSITIVE,1,0,53,15,0.7794117647058824
2023-11-11,"excellent sequel crafted with wholesome humor, unique characters, interesting friendships and romances, and a lot of content. i have only one save file and i'm still doing new stuff 150+ hours in.",18231,Excellent Sequel Crafted Wholesome Humor Unique Characters Friendships Romances Lot Content Save File Stuff 150 Hours,POSITIVE,1,0,53,15,0.7794117647058824
2023-11-10,"i absolutely love this game, just as much as i love stardew which i've sunk about 300ish hours into. i've also played my time at portia but not as long, can't quite remember much of it so i can't do much of a comparison between the two. regardless, my time at sandrock is a definite game for people to play if they enjoyed the previous my time game, especially with the qol improvements and stardew valley.

i love the characters so much in this game that i can't just choose one person to marry, mainly the men and some of the women  lol. their stories are just so fleshed out that i love them a lot. i honestly don't know what else to say but this is definitely a recommended game for people to play ^^",15092,Absolutely Love Game Love Stardew Sunk 300Ish Hours Played Time Portia Remember Comparison Time Sandrock Definite Game People Play Enjoyed Previous Time Game Qol Improvements Stardew Valley Love Characters Game Choose Person Marry Women Lol Stories Fleshed Love Lot Honestly Recommended Game People Play,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-10,"[rune factory/story of seasons/harvest moon]-like game with heart. the best of [battle farming] genre of 2023 ... even better than rune factory 5 ... a must buy if you love this genre

very polished on release ... very optimized for pc (mouse + keyboard control)

the writing and story ... compared to the first game, this one is shakespeare ... masterpiece

the game progression is tailored to be played for at least 100 hours .. the best game of 2023 for me",15092,Rune Factory Story Seasons Harvest Moon Game Heart Battle Farming Genre 2023 Rune Factory 5 Love Genre Polished Release Optimized Pc Mouse Keyboard Control Writing Story Compared Game Shakespeare Masterpiece Game Progression Tailored Played 100 Hours Game 2023,POSITIVE,1,0,58,16,0.7837837837837838
2023-10-29,"better plot than starfield.

great game with alot of content.  added and/or streamlined many mechanics between my time at portia and this release...didn't not feel like my time at portia 2.  excited to see if they make a 3rd installment, has been a pleasure playing this series.",2875,Plot Starfield Game Alot Content Streamlined Mechanics Time Portia Release Feel Time Portia 2 Excited 3Rd Installment Pleasure Playing Series,POSITIVE,1,0,6,1,0.8571428571428571
2023-11-10,"if you liked my time at portia, i think this is a very safe bet and a must play.  it has a lot of quality of life improvements and the setting really works imho",15092,Time Portia Safe Bet Play Lot Quality Life Improvements Setting Imho,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-10,very good game . i like and sand and the rock.,15092,Game Sand Rock,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-10,"this game has proven to be a wonderful experience! it is challenging but not impossibly difficult. it has crafting, gathering, minigames, combat, exploration and so much more! i have not yet played single player, and have exclusively played multiplayer at this point, but we are having a great time and look forward to where the devs take the game!",15092,Game Proven Wonderful Experience Challenging Impossibly Difficult Crafting Gathering Minigames Combat Exploration Played Single Player Exclusively Played Multiplayer Time Devs Game,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-10,"loved my time at portia, and this game is 10x better! so many qol improvements over portia, and there are a ton of quests here. the number of quests can be overwhelming, but many of them aren’t timed, so you can relax and play at your own speed for the most part. 

all of my hours have been played on the steam deck, and it’s been a nearly flawless experience!",15092,Loved Time Portia Game 10X Qol Improvements Portia Ton Quests Quests Overwhelming Timed Relax Play Speed Hours Played Steam Deck Flawless Experience,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-10,"great improvement on portia!  the inventory  management is so much better.  still has all of the charm and fun of the original...only bigger and better.  plus, cowboys and yak riding.",15092,Improvement Portia Inventory Management Charm Fun Original Bigger Cowboys Yak Riding,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-10,very fun relaxed experience.,15092,Fun Relaxed Experience,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-10,"the best walking and waiting simulator. but, joking aside, i'd give this game a solid b. it's engaging, it's adorable, the characters are lovable, great humor, and the gameplay is pretty okay too.

the story was amazing though, so much dialogue and interaction with other characters, each one basically has a line of quests and a story, very well done in this aspect, 10/10 for story and characters.",15092,Walking Waiting Simulator Joking Game Solid Engaging Adorable Characters Lovable Humor Gameplay Pretty Story Amazing Dialogue Interaction Characters Basically Quests Story Aspect Story Characters,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-10,"""my time at portia"" was an apparently simple game, and yet it provided a surprisingly deep experience.
after playing for a good while, it's obvious the developers at pathea games took everything they've learned from the project and put it into ""my time at sandrock"".
this new title has been improved over the original in every way possible: graphics, artstyle, combat, animations, activities, characters, story... the list covers literally every single aspect of the game, and even if there's still some rough edges here and there, they're very minor and don't hinder at all the quality of the product.

the game combines life-style (housing, crafting, resource gathering, bonding with other characters...) with action/adventure gameplay (exploration, rpg elements, dungeons, boss fights...). all the while, the city of sandrock grows and develops over time and as the story goes forward, with your contribution.
there's also a dedicated multiplayer mode, focusing exclusively on everything revolving around managing your workshop (no story progression, unfortunately, but the fact it's there as an option to have fun with friends in a game that doesn't really need multiplayer, is already more than enough).

if you're in for a fun, hopeful, wholesome and pleasant adventure filled with likeable characters in a vibrant, living world that makes you truly feel a part of it, then there's no reasons not to give this game a try. 
you'll be genuinely suprised by seeing how much care, affection and attention to details have been put into crafting this little gem and what it has to offer.
the part where you're a builder, tasked with gathering resources and building things is truly just part of the tip of a huge iceberg.

even at full price, it's well worth the money.",15092,Time Portia Simple Game Surprisingly Deep Experience Playing Obvious Developers Pathea Games Learned Project Time Sandrock Title Improved Original Graphics Artstyle Combat Animations Activities Characters Story List Covers Literally Single Aspect Game Rough Edges Minor Hinder Quality Product Game Combines Life Style Housing Crafting Resource Gathering Bonding Characters Action Adventure Gameplay Exploration Rpg Elements Dungeons Boss Fights City Sandrock Grows Develops Time Story Contribution Dedicated Multiplayer Mode Focusing Exclusively Revolving Managing Workshop Story Progression Option Fun Friends Game Multiplayer Fun Hopeful Wholesome Pleasant Adventure Filled Likeable Characters Vibrant Living Feel Reasons Game Genuinely Suprised Care Affection Attention Details Crafting Gem Offer Builder Tasked Gathering Resources Building Huge Iceberg Price Worth Money,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-10,"greetings,

i actually enjoy this game ~ its fun to play with your partner and ofc for me its good because it has a level system and has dungeons.
the multiplayer still has some small bugs but the devs actually care about this game and keep fixing stuff.

-> important fix that should happen is the micro frame drop whenever you pickup loot from either mines or chest.

thats really about it, i highly recommend this game if you have someone to play it with since it just makes so much more fun",15092,Enjoy Game Fun Play Partner Ofc Level Dungeons Multiplayer Bugs Devs Care Game Fixing Stuff Happen Micro Frame Drop Pickup Loot Mines Chest Highly Recommend Game Play Fun,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-10,"if you're a harvest moon/rune factory fan and can live with farming being just a feature among many others, than you get the best sim on the market.",15092,Harvest Moon Rune Factory Fan Live Farming Feature Sim Market,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-09,love this game major improvement from my time at portia i play portia sense early access  awesome job development team hopefully we get some dlc to extend the story more maybe visit portia,15069,Love Game Major Improvement Time Portia Play Portia Sense Access Awesome Job Development Team Dlc Extend Story Visit Portia,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-09,10/10 would kick yan in the face again <3,15069,Kick Yan 3,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-09,"in love with this game :)
has everything that portia had but with small changes to the design to make the game more enjoyable! e.g you can place bigger storage boxes on top of the current smaller ones instead of removing everything from inside of the box minecraft style, or when carrying out a quest which requires items on hand, you can still complete it with the items still back at the workshop when in storage! 

also i'm only 2 months into the game and i'm the no.1 workshop, f you yan.",15069,Love Game Portia Design Game Enjoyable Bigger Storage Boxes Current Removing Box Minecraft Style Carrying Quest Requires Items Hand Complete Items Workshop Storage 2 Months Game 1 Workshop Yan,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-09,"an amazing follow up to my time at portia! amazing graphics, gameplay and storyline! huge shoutout to the devs who have been consistent since early access to the full release! highly recommended!",15069,Amazing Follow Time Portia Amazing Graphics Gameplay Storyline Huge Shoutout Devs Consistent Access Release Highly Recommended,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-09,10/10 i love this game so far its like stardew and animal crossing and sorta like grounded really good game will be be playing more,15069,Love Game Stardew Animal Crossing Sorta Grounded Game Playing,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-09,"this is a tremendously satisfying game about harvesting materials, crafting, completing tasks, and helping a town prosper.  it's easy to see just a few hours in just how much thought has gone into the systems.  there's plenty to do to fill a day, and new main and side quests pop up on the regular to keep you moving forward.  the game respects your time with convenient tooltips, tutorials, and things like paying to expand your bags directly from your inventory, or being able to complete objectives with materials in your storage.

the social aspect of the game is also surprisingly strong.  the characters are often interesting and the writing is genuinely funny.  there's an interplay of story and gameplay as certain events will cause prices of goods to fluctuate or prompt a community response.  there are mini-activities to do with townsfolk to increase affinity and neat holidays.  there's also lore bits here and there that i did not expect to be as poignant as they are. 

there is combat, and it is fine, but i do not think that is the main draw.  my only complaints would be nitpicks.  the random character customization produces some nightmarish results, and the house expansion system is somewhat fiddly.  

this is a strong recommend.",15069,Tremendously Satisfying Game Harvesting Materials Crafting Completing Tasks Helping Town Prosper Easy Hours Systems Plenty Day Main Quests Pop Regular Moving Game Respects Time Convenient Tooltips Tutorials Paying Expand Bags Inventory Complete Objectives Materials Storage Social Aspect Game Surprisingly Strong Characters Writing Genuinely Funny Interplay Story Gameplay Events Prices Fluctuate Prompt Community Response Mini Activities Townsfolk Increase Affinity Neat Holidays Lore Bits Expect Poignant Combat Fine Main Draw Complaints Nitpicks Random Character Customization Produces Nightmarish House Expansion Fiddly Strong Recommend,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-09,"      as someone who has played their fair share of life simulation games, with the variety of animal crossing, stardew valley, and palia to be some of the main ones, this game comes very close to beating them all. i was thrilled to find out that this game was going to have multiplayer in it, seeing as my time at portia does not have multiplayer, which heavily influenced my choice to buy it or not.

      this game can be buggy at times and while i only have a 980 gpu, i can run this game at medium settings and it still looks pretty decent. i did not play the early access, only full release, and i can say that there seems to be quite a bit of content to this game. this game is very multifaceted with social/town, farming, combat, mining, building, animal, and pet aspects, with that just being what i have discovered with 19 hours of playing. i play with 2 other people and the game runs fairly well. i have only encountered a few lag/server sync issues between other players, a few ui glitch errors, and 1 wonky combat fight with an elite. but beyond those few things i haven't seen much to stop me from wanting to play this game as much as possible. 


[h3] pros [/h3]
- lots of content (19 hours in and it feels like i have so much more to do)
- decent price (i was gifted the game but seeing the price for how fun this game is seems fair)
- fun with friends
- multiplayer actual works
- leveling up feels important and good
- missions feel good and not like leg work (you can visually see the work you put into the town)
- tons of townspeople
- combat feels good and fun
- character customization (you can super customize your character with sliders)
- gear (weapons and clothes have stats that can help you with gathering and fighting)
- weather (the weather events in this game are really great. so far i have seen rain, sandstorm, and summer 
   heat. i am waiting to see snow in this game as of yet.)
- server stays up (no matter who owns the town, i am able to play on my friends server even after the 
   person who made it has left. this is a big game changer for me seeing as you don't have to stop playing on 
   one server because the host has left or crashed.)

[h3] cons [/h3]

- desync/stutter issues (i have only had this happen 2-3 times playing so far and it is fixed by a simple return 
  to lobby and rejoin.)
- ui machine icons disappear (i have only seen this once and it was fixed by rejoining the lobby)
- forced personal chests (i mention this because it was a pain to have only so much room in the one 
   community chest you get at the start of the game. you can upgrade it, but i would like to have the option 
   to share my personal chest contents if i choose to. and not have to run back to home every time someone 
   needed something.
- combat (could use a little work on hit registration and how your character can go through the enemies 
   while swinging your weapon)
- accidental playable character requests (in the game there is an option to talk to real people and play a 
   mini-game called critters. it feels a bit annoying at times when you are trying to interact with machines or 
   doors and other playable characters get the input over the item/machine/door. could be quite annoying if 
   playing with a lot of people in one area but not too bad overall.)

overall this game feels pretty fun to play and in just 2 days my friends and i have put in almost 20 hours each.",15069,Played Fair Share Life Simulation Games Variety Animal Crossing Stardew Valley Palia Main Game Close Beating Thrilled Game Multiplayer Time Portia Multiplayer Heavily Influenced Choice Game Buggy Times 980 Gpu Game Medium Settings Pretty Decent Play Access Release Bit Content Game Game Multifaceted Social Town Farming Combat Mining Building Animal Pet Aspects Discovered 19 Hours Playing Play 2 People Game Runs Encountered Lag Server Sync Issues Players Ui Glitch Errors 1 Wonky Combat Fight Elite Play Game H3 Pros H3 Lots Content 19 Hours Feels Decent Price Gifted Game Price Fun Game Fair Fun Friends Multiplayer Actual Leveling Feels Missions Feel Leg Visually Town Tons Townspeople Combat Feels Fun Character Customization Super Customize Character Sliders Gear Weapons Clothes Stats Gathering Fighting Weather Weather Events Game Rain Sandstorm Summer Heat Waiting Snow Game Server Stays Matter Owns Town Play Friends Server Person Left Game Changer Playing Server Host Left Crashed H3 Cons H3 Desync Stutter Issues Happen 2 3 Times Playing Fixed Simple Return Lobby Rejoin Ui Machine Icons Disappear Fixed Rejoining Lobby Forced Personal Chests Mention Pain Community Chest Start Game Upgrade Option Share Personal Chest Contents Choose Time Combat Hit Registration Character Enemies Swinging Weapon Accidental Playable Character Requests Game Option Talk Real People Play Mini Game Called Critters Feels Bit Annoying Times Interact Machines Doors Playable Characters Input Item Machine Door Annoying Playing Lot People Bad Game Feels Pretty Fun Play 2 Days Friends 20 Hours,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-08,"this is one of the best life simulator games i have ever played, hands down! it does have a few minor problems but they're barely notable and the pros here far outweigh any cons.

what i think...

+ pros +
++++++++
+ beautiful visuals and characters
+ astounding game mechanics
+ tons and i do mean tons to do for hours on end
+ awesome crafting system
+ awesome building/upgrade system
+ easy to understand and play
+ challenging enemies
+ lots of quests and side missions
+ mail system that actually makes sense and lets you respond
+ town news that makes sense, you can subscribe to get updates on things happening in town
+ finally, a town that feels and looks legit, lots of stores, an arcade, and more
+ lots of mini games and events
+ lots of glorious cutscenes
+ feels very realistic in a lot of ways
+ gameplay draws you in a lot
+ lots of collectibles
+ lots of areas
+ singleplayer and multiplayer
+ lots of replay value


- cons -
----------
- can start to feel rather mundane and repetitive doing the same thing over and over at times
- multiplayer starts of with no house and a lot of missing buildings, this makes absolutely no sense
- controls in multiplayer are by default different than singleplayer, this too makes absolutely no sense
- player water tower to refill with water should have a visual meter to indicate water in it since it's extremely annoying just to have to open it up to check ever time and that makes it difficult to know if you're running low or not while busy with other town commisions and such. a simple visual meter on the side of the tank would make life so much better.
- a lot of the pop-ups such as hints/tips from quests and wandering around show up during cutscenes and can easily be missed as they don't stay there long so you might miss something important and thats very frustating


= verdict =
==========
= my time at sandrock takes everything about the first game and makes it even better plus a little more! there is literally so much detail and realism packed into this wonderful stylized game to keep you busy with the game for hours on end and when you think it stops no it doesn't you can take things on again pretty much through continued multiplayer! its a wonderful game with so many great gameplay machanics and you'll never want to put it down! i highly recommend it! i really hope to see this game come to android as well like the first one did! i would buy it on mobile in a heartbeat! thanks devs for making this amazing game! 
",15199,Life Simulator Games Played Hands Minor Barely Notable Pros Outweigh Cons Pros Beautiful Visuals Characters Astounding Game Mechanics Tons Tons Hours Awesome Crafting Awesome Building Upgrade Easy Understand Play Challenging Enemies Lots Quests Missions Mail Sense Respond Town News Sense Subscribe Updates Happening Town Finally Town Feels Legit Lots Stores Arcade Lots Mini Games Events Lots Glorious Cutscenes Feels Realistic Lot Gameplay Draws Lot Lots Collectibles Lots Singleplayer Multiplayer Lots Replay Cons Start Feel Mundane Repetitive Times Multiplayer Starts House Lot Missing Buildings Absolutely Sense Controls Multiplayer Default Singleplayer Absolutely Sense Player Water Tower Refill Water Visual Meter Water Extremely Annoying Check Time Difficult Running Busy Town Commisions Simple Visual Meter Tank Life Lot Pop Hints Tips Quests Wandering Cutscenes Easily Missed Stay Frustating Verdict Time Sandrock Takes Game Literally Realism Packed Wonderful Stylized Game Busy Game Hours Stops Pretty Continued Multiplayer Wonderful Game Gameplay Machanics Highly Recommend Hope Game Android Mobile Heartbeat Devs Amazing Game,POSITIVE,1,0,42,4,0.9130434782608695
2023-11-08,"only a few hours in and it seems to be a decent gathering, building, and construction game.",15199,Hours Decent Gathering Building Construction Game,POSITIVE,1,0,42,4,0.9130434782608695
2023-11-08,ye,15199,,POSITIVE,1,0,42,4,0.9130434782608695
2023-11-08,"worth it every penny. great sequel for my time at portia, and now with multiplayer included!
10 pickaxes out of 10.
and don't forget to try and kick some tumbleweed!",15199,Worth Penny Sequel Time Portia Multiplayer Included Pickaxes Forget Kick Tumbleweed,POSITIVE,1,0,42,4,0.9130434782608695
2023-11-08,definitely worth the money. rich content and much to farm. storage system is really cool.,15199,Worth Money Rich Content Farm Storage Cool,POSITIVE,1,0,42,4,0.9130434782608695
2023-11-08,"this game deserves more attention! although my time at portia was a rough-edged gem that i still enjoyed quite a lot, sandrock greatly improves on its predecessor in almost every way. the town and characters are brimming with personality, the story is great, the quests feel meaningful, and overall the game just feels good to play. the quality-of-life improvements over the original are significant, especially regarding storage. combat still isn't perfect, though it's significantly better this time around. there is just so much to do in this game, and the loop is very addictive and fun!

if you never played portia, it's a bit hard to describe this game. it's not a ""farming game"", although you can do a bit of that. rather, you are a builder. you salvage, mine, gather, and refine materials, and use those to make and build whatever the town's inhabitants request. there is a heavy focus on characters, relationships, and story, in addition to the surprisingly interesting crafting system. the requests and commissions range from small items, to pieces of furniture, to useful structures that actually get placed permanently in the environment. you, your home (inside and out), and your yard are all highly customizable. almost everything you wear actually shows on your character, too, which is pretty neat!

the desert setting is more than just a backdrop, too. farming is a challenge. sandstorms are a threat. in order to keep your crafting machines running smoothly, you must keep them fueled, clean of sand, and cooled with water. collection and conservation of water is important in this game, not only as a theme, but also in practice. it should be tedious, but somehow it's not, i think due to just how well they implemented this ""you are living in a desert"" theme overall.

the only two negatives i can think of are a bit of lag as things load in when transitioning areas, and the often charmingly-awkward voice acting. neither of these are enough to even dampen my experience, though. i truly hope this is only the second in a long series of my time games!",15199,Game Deserves Attention Time Portia Rough Edged Gem Enjoyed Lot Sandrock Greatly Improves Predecessor Town Characters Brimming Personality Story Quests Feel Meaningful Game Feels Play Quality Life Improvements Original Storage Combat Perfect Time Game Loop Addictive Fun Played Portia Bit Hard Game Farming Game Bit Builder Salvage Gather Refine Materials Build Town Inhabitants Request Heavy Focus Characters Relationships Story Addition Surprisingly Crafting Requests Commissions Range Items Pieces Furniture Structures Permanently Environment Yard Highly Customizable Wear Character Pretty Neat Desert Setting Backdrop Farming Challenge Sandstorms Threat Crafting Machines Running Smoothly Fueled Clean Sand Cooled Water Collection Conservation Water Game Theme Practice Tedious Implemented Living Desert Theme Negatives Bit Lag Load Transitioning Charmingly Awkward Voice Acting Dampen Experience Hope Series Time Games,POSITIVE,1,0,42,4,0.9130434782608695
2023-11-08,i have this on nintendo switch also love this and my time in portia,15199,Nintendo Switch Love Time Portia,POSITIVE,1,0,42,4,0.9130434782608695
2023-11-08,"i'm so sane and normal about this game, it's true",15199,Sane Normal Game True,POSITIVE,1,0,42,4,0.9130434782608695
2023-11-08,simplesmente o melhor jogo de fazendinha contemporâneo em 3d.,15199,Simplesmente Melhor Jogo Fazendinha Contempor Neo Em 3D,POSITIVE,1,0,42,4,0.9130434782608695
2023-11-06,"the game improve from the early stage good game
u can spend around 100 - 150 hours
and it's also relaxing to play after a day of work
but 42$ it's kinda expensive
good game overall but make the game a bit cheaper",16388,Game Improve Stage Game Spend 100 150 Hours Relaxing Play Day 42 Kinda Expensive Game Game Bit Cheaper,POSITIVE,1,0,45,6,0.8823529411764706
2023-11-06,"beautiful and cute, fun gathering and building game with some combat elements as well. well worth a look.",16388,Beautiful Cute Fun Gathering Building Game Combat Elements Worth,POSITIVE,1,0,45,6,0.8823529411764706
2023-11-06,"really solid multiplayer. makes the single player feel terrible. 

my only complaint about the multiplayer is, you have one character and you lose all material belongings upon leaving a town to join a new one. would love to see this let us play multiple characters tbh but i doubt it'll happen. still looking forward to where ever updates take this game",16388,Solid Multiplayer Single Player Feel Terrible Complaint Multiplayer Character Lose Material Belongings Leaving Town Love Play Multiple Characters Tbh Doubt Happen Updates Game,POSITIVE,1,0,45,6,0.8823529411764706
2023-11-06,great game to relax to.,16388,Game Relax,POSITIVE,1,0,45,6,0.8823529411764706
2023-11-06,one of the best play and chill games out there. my favorite since stardew valley,16388,Play Chill Games Favorite Stardew Valley,POSITIVE,1,0,45,6,0.8823529411764706
2023-11-05,"this game is very cute and well made! it looks beautiful, has great building mechanics, farming/raising livestock, and fighting monsters! the npcs are all really well-made with distinct personalities. the variety in people in town/that you can romance is great! the clothing/accessories on your character look nice and have good movement physics. overall, the game is a solid 8/10 for me right now! and that's at 13 hours in. i'm sure i'll grow to love the game more as i play even more.",19735,Game Cute Beautiful Building Mechanics Farming Raising Livestock Fighting Monsters Npcs Distinct Personalities Variety People Town Romance Clothing Accessories Character Nice Movement Physics Game Solid 8 13 Hours Grow Love Game Play,POSITIVE,1,0,49,11,0.8166666666666667
2023-11-05,"i love this game, its chill, its non-punishing, its stress free, its just a really charming and sweet game. i liked portia as well, but never spent nearly the amount of hours i did in this game. i still haven't even finished the story. 

the devs really did a wonderful job improving upon the previous game's mechanics, making a lot of qol improvements that just make the game that much more relaxing and enjoyable. the art is clean and adorable, and the characters are very well done, just like they were in the previous game. i can't stop myself from coming back to these lovable idiots, and i mean that in the most endearing way possible. :d

if you like life sim games, this game has a bit of everything, some farming mechanics, a very basic fishing system that's not your traditional fishing minigame, but its easy and doesn't feel burdensome or required. i love the transmog system the devs have added to allow outfit customization of the character, so you don't have to worry about stats over looks. 

well done, pathea games, well done! thanks for giving us a fun escape from the troubles of life with such a charming and beautiful world.",19735,Love Game Chill Punishing Stress Charming Sweet Game Portia Spent Hours Game Finished Story Devs Wonderful Job Improving Previous Game Mechanics Lot Qol Improvements Game Relaxing Enjoyable Art Clean Adorable Characters Previous Game Coming Lovable Idiots Endearing Life Sim Games Game Bit Farming Mechanics Basic Fishing Traditional Fishing Minigame Easy Feel Burdensome Required Love Transmog Devs Outfit Customization Character Worry Stats Pathea Games Fun Escape Troubles Life Charming Beautiful,POSITIVE,1,0,49,11,0.8166666666666667
2023-11-05,sip,19735,Sip,POSITIVE,1,0,49,11,0.8166666666666667
2023-11-05,it's good. worth your time for sure.,19735,Worth Time,POSITIVE,1,0,49,11,0.8166666666666667
2023-11-04,an amazingly fun game. very immersive with hours of enjoyment and lots of game play options.,16806,Amazingly Fun Game Immersive Hours Enjoyment Lots Game Play Options,POSITIVE,1,0,56,7,0.8888888888888888
2023-11-04,"a marked improvement over its predecessor in many points. it feels much more polished and got rid of a lot of the jank that still made portia feel like a bit of a prototype.
the setting is more interesting as well. the town of sandrock is pretty much dying in the beginning of the game, and getting it back to the right path, even bringing back a bit of green to the desert in later stages, feels pretty satisfying",16806,Marked Improvement Predecessor Feels Polished Rid Lot Jank Portia Feel Bit Prototype Setting Town Sandrock Pretty Dying Game Path Bringing Bit Green Desert Stages Feels Pretty Satisfying,POSITIVE,1,0,56,7,0.8888888888888888
2023-11-04,"fun game, as expected.  if you played my time in portia, you'll like this.  a little to get started compared to portia, found that once i got bronze tools the game picked up speed/enjoyment.",16806,Fun Game Expected Played Time Portia Started Compared Portia Bronze Tools Game Picked Speed Enjoyment,POSITIVE,1,0,56,7,0.8888888888888888
2023-11-04,its a fun game for those who enjoy resource management and crafting.,16806,Fun Game Enjoy Resource Management Crafting,POSITIVE,1,0,56,7,0.8888888888888888
2023-11-04,"positive:
very engaging story and event plus with fully voice acted character too.most life don't even have voice acted character.this game show to passion developer to create great life simulation game.this game is improvement from portia in every way possible.

negative:
outside story nothing much to do at endgame since pretty much max the commission already
no more interaction between characters and player when you max out and do all their quest (beside they asking to date\play)
character like ernest / amirah /owen have almost no interaction at all with player

9/10 best life sim i played since sims 3",16806,Positive Engaging Story Event Voice Acted Character Life Voice Acted Character Game Passion Developer Create Life Simulation Game Game Improvement Portia Negative Story Endgame Pretty Max Commission Interaction Characters Player Max Quest Play Character Ernest Amirah Owen Interaction Player 9 Life Sim Played Sims 3,POSITIVE,1,0,56,7,0.8888888888888888
2023-11-03,"sandrock is an awesome game! it has become my alltime favorite.  i also enjoyed portia but sandrock is so much better.  storyline and characters are fun and i love the building aspect to the game.  win/win!!

keep more games like this on coming please!",11835,Sandrock Awesome Game Alltime Favorite Enjoyed Portia Sandrock Storyline Characters Fun Love Building Aspect Game Win Win Games Coming,POSITIVE,1,0,74,8,0.9024390243902439
2023-11-03,better than payday 3 on launch!,11835,Payday 3 Launch,POSITIVE,1,0,74,8,0.9024390243902439
2023-11-03,it's so addicting!,11835,Addicting,POSITIVE,1,0,74,8,0.9024390243902439
2023-11-02,super duper fun!! i have played my time in portia previously and absolutely love my time at sandrock. there's more to the storylines as well as more challenging in the game as you don't get some materials that easily.,7446,Super Duper Fun Played Time Portia Absolutely Love Time Sandrock Storylines Challenging Game Materials Easily,POSITIVE,1,0,63,15,0.8076923076923077
2023-11-03,"so good so far. could use a graphic overhaul but honestly, its been so good so far. my only problem at the beginning with getting the deluxe ed was i had no room to put anything! i had to make so many chests. i'm not mad about it, but it definitely delayed a true start xd if you like farming sims with a lot of oomf, my time at sandrock is the play",11835,Graphic Overhaul Honestly Deluxe Chests Mad Delayed True Start Xd Farming Sims Lot Oomf Time Sandrock Play,POSITIVE,1,0,74,8,0.9024390243902439
